ID;Simulation ID;Run;Iteration;Activity;Timestamp (sec);Duration(sec);Type;Cause ID;Result ID;Attributes
163;sim_1747527600000;6;14;Химическое воздействие продуктов горения (Х1);49.57;;event;;;"{""impactCode"": ""Х1"", ""impactType"": ""chemical"", ""factor"": ""combustion_products"", ""CO_ppm"": 48, ""CO2_ppm"": 2011, ""NOx_ppm"": 5, ""description"": ""Концентрация ниже опасного порога (CO<50 ppm). Характеристики сохраняются""}"
164;sim_1747527600000;6;16;Стеллаж 1 повреждён (Т2) — термическое воздействие;56.57;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672180187"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 1"", ""position"": {""x"": 450, ""y"": 420}, ""temperature_C"": 142, ""description"": ""Товар частично деформирован, восстановление возможно"", ""objectProperties"": {""material"": ""mixed"", ""load"": 70, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 5.5}}"
165;sim_1747527600000;6;8;Оценка пожара: риск распространения;34.57;45.0;action;;;"{""nodeId"": ""node_1779052090057"", ""responsible"": ""Начальник смены"", ""parallel"": false}"
166;sim_1747527600000;6;49;Подготовка персонала к тушению;79.57;180.0;decision;;;"{""nodeId"": ""node_1779052868364"", ""responsible"": ""Начальник смены"", ""parallel"": false, ""decisionNodeName"": ""Оценка пожара: риск распространения""}"
167;sim_1747527600000;6;24;Стеллаж 2 в зоне воздействия огня (Т1);89.57;;object;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672220634"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 2"", ""position"": {""x"": 620, ""y"": 390}, ""temperature_C"": 55, ""intensity"": 2, ""objectProperties"": {""material"": ""mixed"", ""load"": 65, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""at_risk"", ""currentDamage"": 0}}"
168;sim_1747527600000;6;32;Стеллаж 3 в зоне воздействия огня (Т1);101.57;;object;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672253543"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 3"", ""position"": {""x"": 430, ""y"": 580}, ""temperature_C"": 65, ""intensity"": 2, ""objectProperties"": {""material"": ""flammable"", ""load"": 80, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""at_risk"", ""currentDamage"": 0}}"
169;sim_1747527600000;6;39;Температура воздуха: критический уровень (Т2);97.57;;event;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""air_temperature"", ""temperature_C"": 170, ""zone"": ""main_warehouse"", ""description"": ""Пребывание без защиты невозможно""}"
170;sim_1747527600000;6;42;Концентрация CO: опасный уровень (Х2);101.57;;event;;;"{""impactCode"": ""Х2"", ""impactType"": ""chemical"", ""factor"": ""CO"", ""CO_ppm"": 225, ""description"": ""CO превышает 150 ppm — временная потеря работоспособности без СИЗОД""}"
171;sim_1747527600000;6;39;Стеллаж 1 повреждён (Т2), температура 110°C;99.57;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672180187"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 1"", ""position"": {""x"": 450, ""y"": 420}, ""temperature_C"": 110, ""damageCause"": ""fire"", ""description"": ""Товар деформирован — восстановление возможно"", ""objectProperties"": {""material"": ""mixed"", ""load"": 70, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 6.0}}"
172;sim_1747527600000;6;44;Стеллаж 2 повреждён (Т2), температура 135°C;109.57;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672220634"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 2"", ""position"": {""x"": 620, ""y"": 390}, ""temperature_C"": 135, ""damageCause"": ""fire"", ""description"": ""Товар деформирован — восстановление возможно"", ""objectProperties"": {""material"": ""mixed"", ""load"": 65, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 9.0}}"
173;sim_1747527600000;6;82;Персонал получил огнетушители и приблизился к очагу;259.57;;event;;;"{""sourceNodeId"": ""node_1779052868364""}"
174;sim_1747527600000;6;83;Тушение пожара огнетушителями;260.57;420.0;action;;[175,176,177,178,179];"{""nodeId"": ""node_1779053071950"", ""responsible"": """", ""parallel"": true}"
175;sim_1747527600000;6;84;Огнетушитель 1 активирован;260.57;;object;174;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1778672403740"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 1"", ""position"": {""x"": 341, ""y"": 767}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
176;sim_1747527600000;6;85;Огнетушитель 2 активирован;263.57;;object;174;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1779051051281"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 2"", ""position"": {""x"": 399, ""y"": 602}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
177;sim_1747527600000;6;86;Огнетушитель 3 активирован;266.57;;object;174;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1779051072480"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 3"", ""position"": {""x"": 508, ""y"": 512}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
178;sim_1747527600000;6;87;Огнетушитель 4 активирован;269.57;;object;174;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1779051087814"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 4"", ""position"": {""x"": 688, ""y"": 507}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
179;sim_1747527600000;6;88;Огнетушитель 5 активирован;272.57;;object;174;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1779051101647"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 5"", ""position"": {""x"": 705, ""y"": 674}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
180;sim_1747527600000;6;154;Температура в зоне снижается (Т1);560.57;;event;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""air_temperature"", ""temperature_C"": 60, ""zone"": ""main_warehouse"", ""description"": ""Пожарные подавили горение — характеристики зоны восстанавливаются""}"
181;sim_1747527600000;6;164;Полная ликвидация пожара;680.57;;event;;;"{""sourceNodeId"": ""node_1779053071950"", ""outcome"": ""success""}"
182;sim_1747527600000;6;166;Контроль ликвидации пожара;682.57;540.0;action;;;"{""nodeId"": ""node_1779053385727"", ""responsible"": ""Начальник смены"", ""parallel"": false}"
183;sim_1747527600000;6;234;Фиксация нанесенного ущерба;1222.57;180.0;action;;;"{""nodeId"": ""node_1779053507962"", ""responsible"": ""Начальник смены"", ""parallel"": false}"
184;sim_1747527600000;6;254;Завершение запуска #6;1402.57;;system;;;"{""runNumber"": 6, ""outcome"": ""success"", ""strategy"": ""extinguisher"", ""totalTimeSec"": 1402.6, ""impactSummary"": {""T1_shelves_atrisk"": 2, ""T2_shelves_fire"": 2, ""T3_shelves_fire"": 0, ""M3_shelves"": 0, ""X2_CO"": true}, ""maxDamageLevel"": ""Т2"", ""humidity"": 40, ""temperature"": 20, ""extinguishersUsed"": 5}"
